ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,RejectionReason
45789134.0,41397.0,-,MERCEDES-BENZ,E 350,1989,Sedan,,Petrol,3.5,0 km,6,Tiptronic,Rear,4-May,Left wheel,Black,8.0,Invalid or Empty value in 'Leather interior'
45815368.0,6899.0,-,HONDA,Stream,2004,Minivan,No,Petrol,1.7,0 km,4,Automatic,Front,4-May,Right-hand drive,Silver,4.0,Duplicate ID
45759443.0,94.0,441,HYUNDAI,Sonata,2022,Sedan,Yes,Hybrid,2.4,630700 km,4,Automatic,Front,,Left wheel,Black,0.0,Invalid or Empty value in 'Doors'
45767461.0,25089.0,781,TOYOTA,Camry,1997,Sedan,No,Hybrid,2.5,375200 km,4,Automatic,,4-May,Left wheel,Silver,12.0,Invalid or Empty value in 'Drive wheels'
45641382.0,3450.0,607,TOYOTA,,2022,Sedan,Yes,Hybrid,2.5,602900 km,4,Automatic,Front,4-May,Left wheel,Black,12.0,Invalid or Empty value in 'Model'
45792280.0,37947.0,1714,MERCEDES-BENZ,GLE 350,1994,Jeep,Yes,Petrol,3.5,91600 km,6,,4x4,4-May,Left wheel,Black,12.0,Invalid or Empty value in 'Gear box type'
45774722.0,36065.0,1172,BMW,X6,1992,Jeep,Yes,Petrol,3.5 Turbo,146100 km,,Tiptronic,4x4,4-May,Left wheel,Black,12.0,Invalid or Empty value in 'Cylinders'
45656253.0,282.0,753,HYUNDAI,Sonata,2022,,Yes,Hybrid,2.4,550000 km,4,Automatic,Front,4-May,Left wheel,Black,0.0,Invalid or Empty value in 'Category'
45806406.0,3293.0,1051,HYUNDAI,Sonata,2019,Sedan,Yes,Petrol,2.4,690039 km,,Automatic,Front,4-May,Left wheel,Silver,12.0,Invalid or Empty value in 'Cylinders'
45801306.0,10349.0,1132,RENAULT,Megane,2014,Universal,No,Diesel,1.5 Turbo,494900 km,4,Manual,Front,,Left wheel,White,6.0,Invalid or Empty value in 'Doors'
45781746.0,17249.0,-,MERCEDES-BENZ,ML 350,2007,Jeep,Yes,Petrol,3.7,305700 km,6,Tiptronic,4x4,4-May,Left wheel,Silver,8.0,Duplicate ID
45815351.0,549.0,1399,LEXUS,RX 350,2022,Jeep,Yes,Petrol,3.5,691808 km,6,Automatic,4x4,4-May,Left wheel,Black,12.0,Duplicate ID
44765681.0,15994.0,-,LEXUS,RX 350,2009,Jeep,Yes,,3.5,457200 km,6,Tiptronic,4x4,4-May,Left wheel,Silver,8.0,Invalid or Empty value in 'Fuel type'
45758945.0,14113.0,986,,Camry,2006,Sedan,Yes,Hybrid,2.4,462667 km,4,Tiptronic,Front,4-May,Left wheel,Silver,7.0,Invalid or Empty value in 'Manufacturer'
,13172.0,-,OPEL,Zafira,2005,Minivan,No,Petrol,2.2,11111 km,4,Automatic,Front,4-May,Left wheel,Silver,0.0,Invalid ID format (not an integer)
,70.0,-,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.8,50000 km,6,Tiptronic,Front,4-May,Left wheel,Brown,8.0,Invalid ID format (not an integer)
45763780.0,157.0,1363,LEXUS,GX 460,2022,Jeep,Yes,Petrol,4.6,691700 km,8,Automatic,4x4,,Left wheel,Grey,0.0,Invalid or Empty value in 'Doors'
45766246.0,549.0,1202,HYUNDAI,Santa FE,2017,Sedan,Yes,Petrol,2.4,,4,Automatic,4x4,4-May,Left wheel,Black,12.0,Invalid or Empty value in 'Mileage'
45319704.0,21500.0,-,MERCEDES-BENZ,ML 280 Ã©ÂÂ¿Ã¢ÂÂÃ¥ÂÂÃ©ÂÂ¿Ã¢ÂÂÃ¥ÂÂ¸Ã©ÂÂ¿Ã§ÂÂªÃ¥ÂÂÃ©ÂÂ¿Ã£ÂÂÃ¥ÂÂ©Ã©ÂÂ¿?2007,2002,Yes,Diesel,3,215000 km,220200 km,Automatic,4x4,4-May,Left wheel,Silver,8,,Illegal characters in 'Model'
45787112.0,54882.0,-,TOYOTA,,2012,Pickup,No,Diesel,3,163000 km,4,Manual,4x4,4-May,Left wheel,Silver,8.0,Invalid or Empty value in 'Model'
45815355.0,8154.0,1172,LEXUS,IS 350,2011,Sedan,Yes,Petrol,3.5,572400 km,6,Automatic,4x4,4-May,Left wheel,Silver,12.0,Duplicate ID
45809892.0,14856.0,639,CHEVROLET,Cruze,2008,Sedan,Yes,Diesel,2,412000 km,4,,Front,4-May,Left wheel,Blue,4.0,Duplicate ID
45731399.0,24433.0,777,,H1,2003,Minivan,Yes,Diesel,2.5,250700 km,4,Automatic,Front,4-May,Left wheel,Grey,4.0,Invalid or Empty value in 'Manufacturer'
45812717.0,314.0,738,CHEVROLET,Cruze,2022,Sedan,Yes,Petrol,1.4,639400 km,4,Automatic,Front,,Left wheel,Blue,12.0,Invalid or Empty value in 'Doors'
45209364.0,10976.0,1187,CHEVROLET,Cruze,2014,Sedan,No,Petrol,1.4 Turbo,,4,Automatic,Front,4-May,Right-hand drive,Beige,6.0,Invalid or Empty value in 'Mileage'
45816479.0,10036.0,-,,A 200,2013,Hatchback,Yes,Petrol,2,562000 km,4,Tiptronic,Front,4-May,Left wheel,Silver,6.0,Invalid or Empty value in 'Manufacturer'
45653120.0,784.0,448,HONDA,Insight,2020,Hatchback,,Hybrid,1.3,674200 km,4,Automatic,Front,4-May,Left wheel,Red,0.0,Invalid or Empty value in 'Leather interior'
45768730.0,2352.0,503,HONDA,FIT,2019,Sedan,Yes,Petrol,1.5,675700 km,4,Automatic,Front,4-May,Left wheel,Grey,,Invalid or Empty value in 'Airbags'
45731791.0,39750.0,1249,HYUNDAI,,1993,Universal,Yes,Diesel,2.5,46600 km,4,Automatic,Front,4-May,Left wheel,White,4.0,Invalid or Empty value in 'Model'
45764604.0,2430.0,1598,MERCEDES-BENZ,E 350,2021,Sedan,Yes,Diesel,3,700426 km,6,Automatic,,4-May,Left wheel,Black,12.0,Invalid or Empty value in 'Drive wheels'
45732788.0,5175.0,765,HYUNDAI,Sonata,2018,Sedan,Yes,LPG,2,591000 km,4,Automatic,Front,4-May,Left wheel,,4.0,Invalid or Empty value in 'Color'
45776425.0,22260.0,781,TOYOTA,Camry,2003,Sedan,Yes,Petrol,2.5,197900 km,4,Tiptronic,Front,,Left wheel,White,12.0,Invalid or Empty value in 'Doors'
45649038.0,12858.0,765,MERCEDES-BENZ,GLA 250,2013,Jeep,Yes,Petrol,2,446700 km,4,Automatic,Front,4-May,Left wheel,Black,,Invalid or Empty value in 'Airbags'
45759306.0,20385.0,-,BMW,335 Ã©ÂÂ¿Ã¢ÂÂ¨Ã¥ÂÂ¯Ã©ÂÂ¿Ã§ÂÂªÃ¥ÂÂÃ©ÂÂ¿?2007,2004,Yes,Petrol,3.5 Turbo,0 km,350800 km,Tiptronic,Rear,4-May,Left wheel,Blue,8,,Illegal characters in 'Model'
45810311.0,21410.0,642,CHEVROLET,Malibu,2000,Sedan,Yes,Petrol,,152072 km,4,Automatic,Front,4-May,Left wheel,Black,4.0,Invalid or Empty value in 'Engine volume'
45237284.0,26030.0,1018,MERCEDES-BENZ,,1999,Sedan,Yes,Diesel,3.0 Turbo,291000 km,6,Tiptronic,Rear,4-May,Left wheel,White,10.0,Invalid or Empty value in 'Model'
45636742.0,5645.0,640,SUBARU,XV,2017,Sedan,Yes,Petrol,2,503200 km,4,Automatic,,4-May,Left wheel,Blue,0.0,Invalid or Empty value in 'Drive wheels'
45765259.0,40.0,-,TOYOTA,Land Cruiser Prado,2022,Jeep,Yes,LPG,4.7,711800 km,8,Automatic,4x4,4-May,Left wheel,Grey,,Invalid or Empty value in 'Airbags'
45772100.0,19130.0,1194,TOYOTA,Tacoma,2005,Sedan,Yes,Petrol,4,289800 km,,Automatic,4x4,4-May,Left wheel,Silver,12.0,Invalid or Empty value in 'Cylinders'
45797817.0,17719.0,781,HYUNDAI,H1,2009,Minivan,Yes,Diesel,2.5,437200 km,4,Automatic,Front,4-May,Left wheel,White,,Invalid or Empty value in 'Airbags'
44051546.0,14113.0,-,TOYOTA,Aqua,2009,Hatchback,No,Hybrid,1.5,456286 km,4,Automatic,Front,4-May,Right-hand drive,,4.0,Invalid or Empty value in 'Color'
45815193.0,7840.0,-,,Terios,2014,Jeep,No,Petrol,1.3,502400 km,4,Manual,4x4,4-May,Left wheel,Green,0.0,Invalid or Empty value in 'Manufacturer'
45815365.0,7213.0,-,MAZDA,Demio evropuli,2019,Hatchback,No,CNG,1.4,621300 km,4,Manual,Front,4-May,Left wheel,Blue,4.0,Duplicate ID
45727081.0,24327.0,640,SSANGYONG,Korando,2003,Jeep,Yes,Diesel,2,397800 km,4,Automatic,Front,4-May,Left wheel,White,4.0,Duplicate ID
45813704.0,549.0,1481,JAGUAR,Daimler,2022,Jeep,Yes,Petrol,3,259531 km,6,Automatic,,4-May,Left wheel,White,12.0,Invalid or Empty value in 'Drive wheels'
45621576.0,314.0,707,SUZUKI,SX4,2022,Sedan,Yes,Petrol,,685000 km,4,Automatic,Front,4-May,Left wheel,White,0.0,Invalid or Empty value in 'Engine volume'
45807458.0,10000.0,-,BMW,"X5 4,4i",2013,Jeep,Yes,Petrol,4.4,422300 km,8,Tiptronic,4x4,4-May,Left wheel,Black,8.0,Illegal characters in 'Model'
45730602.0,18240.0,707,SSANGYONG,REXTON,2005,Jeep,Yes,Diesel,2,392500 km,4,Automatic,Front,4-May,Left wheel,,4.0,Invalid or Empty value in 'Color'
45040861.0,22894.0,-,MERCEDES-BENZ,ML 500,1999,,Yes,Petrol,5,339300 km,8,Automatic,4x4,4-May,Left wheel,Black,12.0,Invalid or Empty value in 'Category'
45744805.0,7213.0,790,DAEWOO,Lacetti,2014,Sedan,,Petrol,1.6,588900 km,4,Automatic,Front,4-May,Left wheel,Blue,4.0,Invalid or Empty value in 'Leather interior'
45789030.0,15681.0,862,TOYOTA,Camry,2011,Sedan,Yes,Petrol,2.5,403100 km,4,Automatic,Front,4-May,Left wheel,,8.0,Invalid or Empty value in 'Color'
45776781.0,13172.0,1296,TOYOTA,Camry Ã©ÂÂ¿Ã¦ÂÂ¬Ã¥ÂÂ¤Ã©ÂÂ¿Ã¦ÂÂÃ¥ÂÂ¬Ã©ÂÂ¿Ã¦Â¨Â¶Ã¥ÂÂÃ©ÂÂ¿?2008,2010,No,Hybrid,2.4,192000 km,219538 km,Tiptronic,Front,4-May,Left wheel,Silver,12,,Illegal characters in 'Model'
45815351.0,549.0,1399,LEXUS,RX 350,2022,Jeep,Yes,Petrol,3.5,691808 km,6,Automatic,4x4,4-May,Left wheel,Black,12.0,Duplicate ID
45815361.0,14113.0,-,TOYOTA,Aqua,2005,Hatchback,No,Hybrid,1.5,425400 km,4,Variator,Front,4-May,Right-hand drive,White,6.0,Duplicate ID
45784759.0,25000.0,-,NISSAN,,1998,Jeep,Yes,Petrol,2.0 Turbo,214000,4,Automatic,4x4,>5,Left wheel,Red,12.0,Invalid or Empty value in 'Model'
45774076.0,29793.0,1053,MERCEDES-BENZ,E 350,1999,,Yes,Diesel,3.5,214700 km,6,Automatic,4x4,4-May,Left wheel,Black,12.0,Invalid or Empty value in 'Category'
45798361.0,11604.0,843,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.5,379300 km,,Automatic,Front,4-May,Left wheel,Silver,12.0,Invalid or Empty value in 'Cylinders'
45647798.0,10349.0,915,BMW,X5,2014,,Yes,Diesel,3,0 km,6,Automatic,4x4,4-May,Left wheel,Black,0.0,Invalid or Empty value in 'Category'
45801771.0,16894.0,687,HYUNDAI,Elantra,2007,Sedan,Yes,Petrol,,385700 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0,Invalid or Empty value in 'Engine volume'
45809259.0,10722.0,271,HONDA,FIT,2014,Hatchback,Yes,,1.5,468100 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0,Invalid or Empty value in 'Fuel type'
,251.0,607,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,39552 km,4,Automatic,Front,4-May,Left wheel,Black,12.0,Invalid ID format (not an integer)
45781978.0,21953.0,738,CHEVROLET,Cruze,1999,Sedan,No,Petrol,1.4 Turbo,246800 km,4,Tiptronic,,4-May,Left wheel,Red,12.0,Invalid or Empty value in 'Drive wheels'
45802055.0,6586.0,-,BMW,650,2015,Sedan,Yes,Petrol,4.4,532800 km,8,Automatic,,4-May,Left wheel,Silver,0.0,Invalid or Empty value in 'Drive wheels'
45815372.0,7840.0,-,MERCEDES-BENZ,E 200,2015,Sedan,No,CNG,2,379700 km,4,Manual,Rear,4-May,Left wheel,Black,4.0,Duplicate ID
45792917.0,7840.0,-,MERCEDES-BENZ,,2015,Universal,No,CNG,2.4,524800 km,6,Manual,Rear,4-May,Left wheel,Silver,4.0,Invalid or Empty value in 'Model'
45808848.0,108371.0,1228,FORD,Explorer,2018,,Yes,Petrol,2.3,25947 km,4,,Front,4-May,Left wheel,White,4.0,Invalid or Empty value in 'Category'
45783332.0,43592.0,-,BMW,X6 M,1994,Sedan,Yes,Petrol,3.0 Turbo,8200 km,6,Tiptronic,4x4,,Left wheel,Black,12.0,Invalid or Empty value in 'Doors'
45689301.0,37633.0,640,BMW,X3,1994,Jeep,Yes,Petrol,2.0 Turbo,119700,4,Tiptronic,,4-May,Left wheel,Brown,0.0,Invalid or Empty value in 'Drive wheels'
,21950.0,862,HYUNDAI,H1 GRAND STAREX,2011,Minivan,Yes,Diesel,2.5 Turbo,72000 km,4,Tiptronic,Rear,4-May,Left wheel,White,2.0,Invalid ID format (not an integer)
45689444.0,25089.0,-,TOYOTA,,2000,Sedan,No,Petrol,2.5,110177 km,4,Tiptronic,Front,4-May,Left wheel,Black,12.0,Invalid or Empty value in 'Model'
45291161.0,260296.0,-,LEXUS,LX 570,2018,,Yes,Petrol,5.7 Turbo,17700 km,8,Tiptronic,4x4,4-May,Left wheel,Black,10.0,Invalid or Empty value in 'Category'
45787439.0,6899.0,-,BMW,530,2004,Sedan,Yes,Petrol,3,,6,Tiptronic,Rear,4-May,Right-hand drive,Green,10.0,Invalid or Empty value in 'Mileage'
45568760.0,6899.0,874,VOLKSWAGEN,UP,2018,Hatchback,No,Petrol,1,562900 km,4,Tiptronic,Front,2-Mar,Right-hand drive,Red,8.0,Duplicate ID
45507333.0,5000.0,-,MAZDA,Tribute,2019,Jeep,Yes,,2,442900 km,4,Automatic,Front,4-May,Left wheel,Carnelian red,6.0,Invalid or Empty value in 'Fuel type'
45812999.0,1176.0,986,TOYOTA,,2018,Sedan,Yes,Hybrid,2.4,636900 km,4,Automatic,Front,4-May,Left wheel,Black,12.0,Invalid or Empty value in 'Model'
45790231.0,21639.0,650,CHEVROLET,Cruze,2004,Sedan,Yes,Petrol,1.4 Turbo,410200 km,4,Tiptronic,Front,4-May,Left wheel,Black,,Invalid or Empty value in 'Airbags'
,15458.0,836,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,,4,Automatic,Front,4-May,Left wheel,White,4.0,Invalid ID format (not an integer)
45810199.0,24283.0,640,CHEVROLET,Malibu,1999,Sedan,Yes,Petrol,2,334200 km,4,Automatic,Front,4-May,Left wheel,Black,4.0,Duplicate ID
45491004.0,17876.0,891,HYUNDAI,Elantra,2009,,No,Petrol,,385807 km,4,Manual,Front,4-May,Left wheel,Black,10.0,Invalid or Empty value in 'Category'
45808746.0,1000.0,-,FIAT,Panda,2022,Sedan,No,Petrol,1,673200 km,4,Manual,Front,2-Mar,Left wheel,Red,0.0,Duplicate ID
45815376.0,20385.0,-,NISSAN,Murano,2002,Jeep,Yes,CNG,3.5,312600 km,6,Automatic,4x4,4-May,Left wheel,Silver,8.0,Duplicate ID
45756970.0,10663.0,-,MITSUBISHI,,2015,Jeep,No,Petrol,2.0 Turbo,495100 km,4,Tiptronic,4x4,4-May,Right-hand drive,Red,2.0,Invalid or Empty value in 'Model'
45810179.0,8311.0,790,CHEVROLET,,2014,Sedan,Yes,Petrol,1.6,671700 km,4,Automatic,Front,4-May,Left wheel,Black,4.0,Invalid or Empty value in 'Model'
45815361.0,14113.0,-,TOYOTA,Aqua,2005,Hatchback,No,Hybrid,1.5,425400 km,4,Variator,Front,4-May,Right-hand drive,White,6.0,Duplicate ID
45677208.0,14740.0,761,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,505900 km,4,Automatic,Front,4-May,Left wheel,Black,,Invalid or Empty value in 'Airbags'
45774636.0,9408.0,1438,OPEL,Combo,2014,,No,Diesel,1.7,490100 km,4,Manual,Front,4-May,Left wheel,Grey,2.0,Invalid or Empty value in 'Category'
45667292.0,18503.0,473,CHEVROLET,Cruze,2008,Sedan,Yes,Petrol,1.4 Turbo,477300 km,4,Automatic,Front,4-May,,White,12.0,Invalid or Empty value in 'Wheel'
45784331.0,24148.0,-,TOYOTA,Prius Ã©ÂÂ¿Ã£ÂÂÃ¥ÂÂ¦Ã©ÂÂ¿Ã¦ÂÂ¥Ã¥ÂÂÃ©ÂÂ¿Ã¦Â¨Â¶Ã¥ÂÂ¨Ã©ÂÂ¿?2012,2000,Yes,Plug-in Hybrid,1.8,262400 km,223200 km,Automatic,Front,4-May,Left wheel,Silver,12,,Illegal characters in 'Model'
45797454.0,10406.0,687,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,,96339 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0,Invalid or Empty value in 'Engine volume'
43678074.0,10500.0,-,,Transit Connect,2012,Goods wagon,No,Diesel,1.8 Turbo,472100 km,4,Manual,Front,4-May,Left wheel,Orange,4.0,Invalid or Empty value in 'Manufacturer'
45465004.0,17876.0,1077,TOYOTA,CHR,2008,Jeep,Yes,Petrol,,313800 km,4,Automatic,Front,4-May,Left wheel,Blue,12.0,Invalid or Empty value in 'Engine volume'
45768348.0,17249.0,-,HYUNDAI,Sonata,2005,Sedan,Yes,LPG,2,286200 km,4,Tiptronic,Front,4-May,Left wheel,Silver,,Invalid or Empty value in 'Airbags'
45816602.0,13500.0,-,BMW,5.30E+62,2010,Sedan,Yes,Petrol,3,469900 km,6,Tiptronic,Rear,4-May,Left wheel,Silver,8.0,Illegal characters in 'Model'
45813637.0,17876.0,1292,LAND ROVER,Range Rover,2009,Jeep,Yes,Diesel,3,440800 km,6,Automatic,4x4,4-May,Left wheel,Black,12.0,Duplicate ID
45815352.0,549.0,1172,LEXUS,RX 350,2020,Jeep,Yes,Petrol,3.5,651900 km,6,Automatic,4x4,4-May,Left wheel,White,12.0,Duplicate ID
45725908.0,36065.0,640,MERCEDES-BENZ,CLA 250 AMG,1993,Sedan,Yes,Petrol,2.0 Turbo,9100 km,4,Tiptronic,Front,4-May,Left wheel,Red,12.0,Duplicate ID
45797468.0,10349.0,-,MERCEDES-BENZ,E 220,2011,,No,Diesel,2.2 Turbo,453300 km,4,Manual,Rear,4-May,Left wheel,Blue,6.0,Invalid or Empty value in 'Category'
45815366.0,23521.0,-,,Transit,2001,Microbus,No,Diesel,2.5,207800 km,4,Manual,Rear,4-May,Left wheel,White,2.0,Duplicate ID
45812841.0,19444.0,,HYUNDAI,Elantra,2002,Sedan,No,Petrol,2,330000 km,4,Tiptronic,Rear,4-May,Left wheel,Blue,12.0,Invalid or Empty value in 'Levy'
,10663.0,1327,SUBARU,Forester,2018,Sedan,Yes,Petrol,2.5,32435 km,4,Automatic,4x4,4-May,Left wheel,Black,12.0,Invalid ID format (not an integer)
45799367.0,2666.0,-,FORD,,2022,Sedan,No,Petrol,2,587172 km,4,Automatic,Front,4-May,Left wheel,Beige,2.0,Invalid or Empty value in 'Model'
45815241.0,3763.0,1053,MERCEDES-BENZ,ML 350,2020,Jeep,Yes,Petrol,3.5,667000 km,6,Automatic,Rear,4-May,Left wheel,White,12.0,Duplicate ID
45757525.0,42337.0,-,FORD,Transit,1988,Microbus,No,Diesel,2.2 Turbo,0 km,4,Manual,,4-May,Left wheel,White,4.0,Invalid or Empty value in 'Drive wheels'
45617838.0,157.0,1172,MERCEDES-BENZ,E 350,2022,Sedan,Yes,,3.5,631900,6,Automatic,4x4,4-May,Left wheel,Silver,12.0,Invalid or Empty value in 'Fuel type'
43272676.0,56450.0,-,LEXUS,RX 450,2013,Jeep,Yes,Hybrid,,85000 km,6,Tiptronic,4x4,4-May,Left wheel,White,12.0,Invalid or Empty value in 'Engine volume'
44611117.0,19400.0,751,KIA,Optima,2003,Sedan,Yes,Petrol,,292000 km,4,Tiptronic,Front,4-May,Left wheel,Black,12.0,Invalid or Empty value in 'Engine volume'
45810400.0,23389.0,730,CHEVROLET,Orlando,2004,Jeep,Yes,Diesel,1.6,337700 km,4,Automatic,Front,,Left wheel,White,4.0,Invalid or Empty value in 'Doors'
45812686.0,6586.0,1685,MERCEDES-BENZ,C 200,2019,Universal,Yes,CNG,2,706000 km,4,Manual,Rear,4-May,Left wheel,,4.0,Invalid or Empty value in 'Color'
45750149.0,50.0,-,HONDA,FIT,2022,Hatchback,No,Petrol,1.3,647600 km,4,Automatic,Front,4-May,Right-hand drive,Silver,,Invalid or Empty value in 'Airbags'
45641176.0,3607.0,781,TOYOTA,Camry,2022,Sedan,Yes,Hybrid,2.5,568400 km,4,Automatic,Front,4-May,Left wheel,White,,Invalid or Empty value in 'Airbags'
,4861.0,1024,TOYOTA,RAV 4,2010,Jeep,Yes,Petrol,2.5,320704 km,4,Automatic,Front,4-May,Left wheel,Silver,12.0,Invalid ID format (not an integer)
45802229.0,36068.0,1091,HYUNDAI,H1,1994,,Yes,Diesel,2.5,43200 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0,Invalid or Empty value in 'Category'
44698379.0,18660.0,-,HYUNDAI,Sonata,2009,Sedan,Yes,Petrol,2.4,369300 km,4,Tiptronic,Front,4-May,Left wheel,Black,6.0,Duplicate ID
45804633.0,43278.0,-,BMW,X5,1990,Jeep,Yes,Petrol,,0 km,8,Automatic,4x4,4-May,Left wheel,Blue,12.0,Invalid or Empty value in 'Engine volume'
45793886.0,51746.0,,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Petrol,3.5,121600 km,8,Automatic,Rear,4-May,Left wheel,Grey,10.0,Invalid or Empty value in 'Levy'
45808569.0,1019.0,975,AUDI,Q5,2022,Jeep,Yes,Petrol,,768128 km,6,Automatic,4x4,4-May,Left wheel,White,12.0,Invalid or Empty value in 'Engine volume'
45803232.0,12544.0,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,,4,Automatic,Front,4-May,Left wheel,Orange,4.0,Invalid or Empty value in 'Mileage'
45796892.0,4704.0,-,OPEL,Corsa,1997,,No,CNG,1.4,0 km,4,Manual,Front,4-May,Left wheel,Purple,2.0,Invalid or Empty value in 'Category'
45780034.0,10976.0,-,MERCEDES-BENZ,CLK 320,2012,Coupe,Yes,Petrol,3.2,507900 km,,Automatic,Rear,2-Mar,Left wheel,Black,6.0,Invalid or Empty value in 'Cylinders'
45658655.0,4077.0,1363,LEXUS,GX 460,2015,,Yes,Petrol,4.6,574300 km,8,Automatic,4x4,4-May,Left wheel,Black,0.0,Invalid or Empty value in 'Category'
45813880.0,470.0,1017,FORD,Fusion,2022,Sedan,Yes,Petrol,2,638500 km,4,Automatic,4x4,,Left wheel,Silver,12.0,Invalid or Empty value in 'Doors'
,10506.0,639,SUBARU,XV,2014,Sedan,Yes,Petrol,2,142211 km,4,Automatic,4x4,4-May,Left wheel,Black,0.0,Invalid ID format (not an integer)
43226487.0,40.0,-,HONDA,FIT,2022,Hatchback,No,Petrol,1.3,604100 km,,Automatic,Front,>5,Right-hand drive,White,0.0,Invalid or Empty value in 'Cylinders'
45531993.0,12544.0,777,VOLKSWAGEN,,2012,Sedan,Yes,Petrol,2.5,507500 km,5,Tiptronic,Front,4-May,Left wheel,Black,12.0,Invalid or Empty value in 'Model'
45770214.0,4547.0,1017,HYUNDAI,Elantra,2021,Sedan,Yes,,2,610800 km,4,Automatic,Front,4-May,Left wheel,White,12.0,Invalid or Empty value in 'Fuel type'
44882389.0,11290.0,585,HYUNDAI,Elantra GLS / LIMITED,2014,Sedan,No,Petrol,1.8,554700 km,4,Tiptronic,Front,4-May,Left wheel,Blue,12.0,Illegal characters in 'Model'
,314.0,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,26802 km,4,Automatic,Rear,4-May,Left wheel,Black,12.0,Invalid ID format (not an integer)
45777915.0,36065.0,-,BMW,528,1992,Sedan,Yes,Petrol,2.0 Turbo,87900 km,,Tiptronic,Rear,4-May,Left wheel,White,16.0,Invalid or Empty value in 'Cylinders'
45541332.0,24148.0,777,MAZDA,Mazda 6,2006,Sedan,No,Petrol,2.5,293700 km,4,Automatic,Front,4-May,Left wheel,,12.0,Invalid or Empty value in 'Color'
45547047.0,27284.0,-,FORD,Fusion,2001,Sedan,Yes,Hybrid,2,165600 km,4,Tiptronic,,4-May,,Black,12.0,Invalid or Empty value in 'Drive wheels'
44975910.0,8781.0,-,MAZDA,Tribute Ã©ÂÂ¿Ã¢ÂÂÃ¥ÂÂÃ©ÂÂ¿Ã¢ÂÂÃ¥ÂÂ¸Ã©ÂÂ¿Ã§ÂÂªÃ¥ÂÂÃ©ÂÂ¿Ã£ÂÂÃ¥ÂÂ©Ã©ÂÂ¿?2002,2015,Yes,Petrol,3,,514100 km,Automatic,4x4,4-May,Left wheel,Golden,8,,Illegal characters in 'Model'
45280672.0,18817.0,-,FORD,Escape,2006,,No,Hybrid,2.5,329300 km,4,Automatic,4x4,4-May,Left wheel,White,4.0,Invalid or Empty value in 'Category'
45782452.0,16935.0,-,TOYOTA,,2009,Hatchback,No,Hybrid,1.5,333000 km,4,Variator,Front,4-May,Left wheel,Silver,12.0,Duplicate ID
45767991.0,188.0,308,TOYOTA,Prius,2022,Jeep,Yes,Hybrid,1.8,688600 km,4,Automatic,Front,4-May,,White,12.0,Invalid or Empty value in 'Wheel'
45428716.0,10349.0,777,SUBARU,Outback,2014,Jeep,No,,2.5,218581 km,4,Tiptronic,4x4,4-May,Left wheel,Grey,10.0,Invalid or Empty value in 'Fuel type'
45773285.0,10976.0,,CHEVROLET,Silverado,2018,Sedan,Yes,Petrol,5.3,0 km,8,Automatic,Front,4-May,Left wheel,Blue,12.0,Invalid or Empty value in 'Levy'
45720610.0,14113.0,761,TOYOTA,,2011,Hatchback,No,Hybrid,1.8,50719 km,4,Variator,Front,4-May,Left wheel,White,6.0,Invalid or Empty value in 'Model'
45490926.0,10976.0,-,NISSAN,X-Trail,2004,Jeep,Yes,Petrol,2,,4,Automatic,4x4,4-May,Right-hand drive,Beige,6.0,Invalid or Empty value in 'Mileage'
45815386.0,627.0,1363,LEXUS,,2021,Jeep,Yes,Petrol,4.6,166513 km,8,Automatic,4x4,4-May,Left wheel,Black,12.0,Invalid or Empty value in 'Model'
45808749.0,,831,CHEVROLET,Equinox,2011,Jeep,Yes,Petrol,2.4,80000 km,4,Automatic,Front,4-May,Left wheel,White,12.0,Invalid or Empty value in 'Price'
45792701.0,78403.0,-,MERCEDES-BENZ,ML 350,2013,Jeep,Yes,Diesel,3.0 Turbo,150000 km,6,Tiptronic,4x4,4-May,,Black,12.0,Invalid or Empty value in 'Wheel'
45800522.0,35.0,-,,Prius,2022,Sedan,No,Petrol,1.6,643400 km,2,Automatic,Front,4-May,Left wheel,White,2.0,Invalid or Empty value in 'Manufacturer'
,157.0,1051,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,2.4,68941 km,4,Automatic,Front,4-May,Left wheel,Grey,12.0,Invalid ID format (not an integer)
45813833.0,627.0,2658,DODGE,,2019,Coupe,Yes,Petrol,6.4,221447 km,8,Automatic,Rear,2-Mar,Left wheel,White,12.0,Invalid or Empty value in 'Model'
